number_game;date;l_1;l_2;r_1;r_2;all_tickets;combination;totat_winnings_rub;super_prize_rub
229041;2023-07-14T02:12;18;2;5;21;338;480;4340;277560
229042;2023-07-14T02:27;1;10;16;13;491;636;5820;278020
229043;2023-07-14T02:42;12;9;4;11;400;514;4120;278560
229044;2023-07-14T02:57;11;23;18;7;275;444;3460;279580
229045;2023-07-14T03:12;4;10;11;9;323;436;3640;280560
229046;2023-07-14T03:27;11;3;3;22;276;356;3040;281280
229047;2023-07-14T03:42;19;6;26;11;280;371;2540;281800
229048;2023-07-14T03:57;8;2;3;9;271;305;2280;282970
229049;2023-07-14T04:12;4;11;8;24;374;463;8600;283740
229050;2023-07-14T04:27;10;1;14;18;316;459;2920;279770
229051;2023-07-14T04:42;8;11;17;5;331;411;3260;281440
229052;2023-07-14T04:57;9;14;4;20;383;604;3000;282290
229053;2023-07-14T05:12;18;21;8;13;465;1278;9740;285330
229054;2023-07-14T05:27;18;13;6;11;487;894;4640;288370
229055;2023-07-14T05:42;21;20;14;9;498;677;299440;294820
229056;2023-07-14T05:57;24;13;26;8;394;570;4240;100000
229057;2023-07-14T06:12;4;17;9;24;382;421;4320;100000
229058;2023-07-14T06:27;12;15;24;21;447;517;4260;100000
229059;2023-07-14T06:42;5;22;9;18;456;538;2900;100000
229060;2023-07-14T06:57;20;24;5;7;452;514;3280;100000
229061;2023-07-14T07:12;23;6;25;6;481;545;3840;100000
229062;2023-07-14T07:27;1;2;3;25;393;404;3160;100000
229063;2023-07-14T07:42;14;11;10;24;404;523;3380;100000
229064;2023-07-14T07:57;5;8;22;7;451;497;4540;100000
229065;2023-07-14T08:12;4;1;14;23;408;477;2940;100000
229066;2023-07-14T08:27;9;19;1;15;517;618;3520;100000
229067;2023-07-14T08:42;26;7;17;22;487;747;8820;100000
229068;2023-07-14T08:57;6;8;23;7;600;684;5080;100000
229069;2023-07-14T09:12;15;22;21;20;695;780;4800;100000
229070;2023-07-14T09:27;25;11;10;9;515;592;3960;100000
229071;2023-07-14T09:42;9;8;5;15;560;640;4880;100000
229072;2023-07-14T09:57;14;16;4;5;504;632;3320;100000
229073;2023-07-14T10:12;21;15;9;3;581;822;5080;100000
229074;2023-07-14T10:27;6;4;26;14;688;824;6020;100000
229075;2023-07-14T10:42;20;7;5;12;631;725;5380;100000
229076;2023-07-14T10:57;15;9;24;17;567;868;4720;100000
229077;2023-07-14T11:12;18;14;12;14;741;964;8420;100000
229078;2023-07-14T11:27;25;20;21;7;659;755;5080;100000
229079;2023-07-14T11:42;22;7;24;20;768;942;7300;100000
229080;2023-07-14T11:57;4;1;9;2;693;805;6060;100000
229081;2023-07-14T12:12;19;24;14;23;649;857;5260;100000
229082;2023-07-14T12:27;12;16;17;7;681;921;7600;100000
229083;2023-07-14T12:42;15;10;25;9;867;1078;6500;100000
229084;2023-07-14T12:57;13;23;16;11;706;803;5140;100000
229085;2023-07-14T13:12;17;7;14;17;675;846;10420;100000
229086;2023-07-14T13:27;2;19;13;22;831;1037;6500;100000
229087;2023-07-14T13:42;2;25;14;2;660;927;6500;100000
229088;2023-07-14T13:57;23;13;9;5;661;832;6800;100000
229089;2023-07-14T14:12;14;26;9;5;650;779;5820;100000
229090;2023-07-14T14:27;2;3;8;14;698;869;7620;100000
229091;2023-07-14T14:42;14;8;4;14;683;848;5240;100000
229092;2023-07-14T14:57;10;22;23;12;940;1212;9900;100000
229093;2023-07-14T15:12;24;1;5;19;817;965;6200;100000
229094;2023-07-14T15:27;26;18;12;19;848;996;5500;100000
229095;2023-07-14T15:42;6;2;3;18;1166;1316;9440;100000
229096;2023-07-14T15:57;8;11;15;4;816;940;7200;100000
229097;2023-07-14T16:12;21;26;21;23;1004;1182;9180;100000
229098;2023-07-14T16:27;5;19;17;3;749;887;4980;100000
229099;2023-07-14T16:42;19;13;8;10;788;1000;7520;100000
229100;2023-07-14T16:57;17;3;22;11;866;1709;10640;100000
229101;2023-07-14T17:12;18;5;18;1;805;979;5400;100820
229102;2023-07-14T17:27;22;1;7;8;686;960;6840;105210
229103;2023-07-14T17:42;21;17;9;23;784;1156;8020;107970
229104;2023-07-14T17:57;11;14;21;9;681;898;7980;111510
229105;2023-07-14T18:12;2;24;4;6;845;1053;6740;112510
229106;2023-07-14T18:27;8;25;16;19;686;905;6160;116300
229107;2023-07-14T18:42;17;14;21;16;724;900;7200;119190
229108;2023-07-14T18:57;7;2;26;3;912;1208;9400;120990
229109;2023-07-14T19:12;19;11;8;21;899;1086;9260;123670
229110;2023-07-14T19:27;12;6;4;11;761;971;9600;125270
229111;2023-07-14T19:42;15;3;4;24;759;907;6340;125380
229112;2023-07-14T19:57;11;16;8;22;851;968;6040;128110
229113;2023-07-14T20:12;12;25;3;8;745;958;5580;131750
229114;2023-07-14T20:27;11;10;16;12;738;851;5100;135750
229115;2023-07-14T20:42;5;21;18;8;752;826;4880;139160
229116;2023-07-14T20:57;5;3;18;1;730;961;6700;142540
229117;2023-07-14T21:12;9;23;17;14;726;932;6420;145450
229118;2023-07-14T21:27;21;4;1;2;815;953;6560;148350
229119;2023-07-14T21:42;26;8;19;5;834;1157;7560;151320
229120;2023-07-14T21:57;17;21;14;1;681;1081;7820;155330
229121;2023-07-14T22:12;21;4;18;16;779;1096;5940;158320
229122;2023-07-14T22:27;22;23;11;17;865;1047;6720;163340
229123;2023-07-14T22:42;8;18;22;2;730;933;6840;167090
229124;2023-07-14T22:57;13;9;13;4;834;951;6080;169580
229125;2023-07-14T23:12;11;13;19;2;828;1070;6880;173010
229126;2023-07-14T23:27;3;9;24;11;804;969;6500;176830
229127;2023-07-14T23:42;9;22;14;2;695;890;5740;180020
229128;2023-07-14T23:57;19;12;12;19;613;946;5800;183180
229129;2023-07-15T00:12;24;23;9;5;662;829;5840;186840
229130;2023-07-15T00:27;22;17;26;5;521;677;4080;189290
229131;2023-07-15T00:42;16;17;5;23;574;633;3720;191980
229132;2023-07-15T00:57;14;24;12;19;588;659;6200;194590
229133;2023-07-15T01:12;11;4;17;6;586;702;5500;194980
229134;2023-07-15T01:27;16;21;14;1;585;687;4420;196500
229135;2023-07-15T01:42;19;23;20;7;535;625;4540;198950
229136;2023-07-15T01:57;9;25;4;14;442;554;2900;200660
229137;2023-07-15T02:12;24;9;22;14;333;397;2800;203300
229138;2023-07-15T02:27;22;4;13;23;349;369;2500;204470
229139;2023-07-15T02:42;23;3;15;22;368;387;2260;205660
229140;2023-07-15T02:57;10;1;4;22;265;338;1420;207270
229141;2023-07-15T03:12;20;22;19;24;213;246;1380;209230
229142;2023-07-15T03:27;16;17;7;8;209;295;1840;210310
229143;2023-07-15T03:42;12;5;20;2;326;386;2480;211420
229144;2023-07-15T03:57;22;16;21;24;270;306;2000;212800
229145;2023-07-15T04:12;5;3;5;22;233;248;1500;213860
229146;2023-07-15T04:27;10;20;10;24;245;314;1460;214840
229147;2023-07-15T04:42;23;10;13;1;282;325;1540;216520
229148;2023-07-15T04:57;9;17;6;9;253;268;1740;218230
229149;2023-07-15T05:12;21;16;8;16;363;416;3360;219170
229150;2023-07-15T05:27;12;11;15;7;339;774;6520;219970
229151;2023-07-15T05:42;4;24;18;11;339;396;2240;221190
229152;2023-07-15T05:57;17;16;25;8;381;434;4040;222910
229153;2023-07-15T06:12;7;6;13;23;498;530;3400;223210
229154;2023-07-15T06:27;24;21;11;20;433;691;4100;225110
229155;2023-07-15T06:42;9;18;7;2;570;614;6000;227920
229156;2023-07-15T06:57;5;2;16;5;597;656;3720;228060
229157;2023-07-15T07:12;8;6;17;25;580;663;3700;230900
229158;2023-07-15T07:27;4;13;3;21;697;960;5400;233830
229159;2023-07-15T07:42;2;5;16;11;848;1149;5700;238030
229160;2023-07-15T07:57;5;7;24;15;905;1026;7740;243820
229161;2023-07-15T08:12;7;15;15;13;861;1232;12780;246340
229162;2023-07-15T08:27;2;18;10;8;835;987;9900;245880
229163;2023-07-15T08:42;16;13;4;13;1042;1262;7560;245850
229164;2023-07-15T08:57;10;26;10;11;1054;1305;7340;250910
229165;2023-07-15T09:12;6;2;6;19;1126;1354;9080;256620
229166;2023-07-15T09:27;19;1;5;13;1131;1460;9300;261080
229167;2023-07-15T09:42;16;24;12;8;1386;1717;12960;266380
229168;2023-07-15T09:57;15;5;24;19;1275;1823;13220;270590
229169;2023-07-15T10:12;5;20;21;9;1345;1634;12540;275600
229170;2023-07-15T10:27;19;15;24;12;1583;2342;13420;279400
229171;2023-07-15T10:42;9;3;8;18;1507;2154;15120;289400
229172;2023-07-15T10:57;2;25;10;24;1598;2030;16840;295820
229173;2023-07-15T11:12;19;4;3;10;1621;1992;13840;299280
229174;2023-07-15T11:27;25;6;10;2;1754;2160;14620;305360
229175;2023-07-15T11:42;4;2;10;14;1739;2224;18060;312340
229176;2023-07-15T11:57;6;19;15;14;1875;2604;17380;316520
229177;2023-07-15T12:12;15;18;14;5;1693;2114;15120;325180
229178;2023-07-15T12:27;10;26;5;4;1777;2377;14400;331200
229179;2023-07-15T12:42;16;18;26;25;1638;2243;12580;340570
229180;2023-07-15T12:57;19;20;7;3;1640;2130;14820;350420
229181;2023-07-15T13:12;23;19;5;19;1546;2044;13800;356900
229182;2023-07-15T13:27;18;5;21;22;1675;2267;20760;363540
229183;2023-07-15T13:42;13;7;14;8;1640;4017;25900;365450
229184;2023-07-15T13:57;22;3;1;25;1875;2715;18940;379720
229185;2023-07-15T14:12;26;15;15;20;1698;2304;14240;387930
229186;2023-07-15T14:27;21;24;4;23;1624;2425;14980;396730
229187;2023-07-15T14:42;17;20;12;9;1746;2637;17500;406000
229188;2023-07-15T14:57;4;25;22;7;2005;3139;22500;414870
229189;2023-07-15T15:12;5;20;7;1;2002;2890;24260;423760
229190;2023-07-15T15:27;11;23;13;19;1961;2497;20800;428400
229191;2023-07-15T15:42;17;7;5;16;1869;2296;17120;432570
229192;2023-07-15T15:57;16;2;8;15;1820;3505;30120;438410
229193;2023-07-15T16:12;8;18;24;19;1815;2514;20260;443340
229194;2023-07-15T16:27;19;1;23;8;2177;2774;19620;448220
229195;2023-07-15T16:42;19;20;16;22;1857;3463;28580;456340
229196;2023-07-15T16:57;2;10;12;23;1913;3421;25080;462390
229197;2023-07-15T17:12;14;17;24;10;1772;3294;12820;471520
229198;2023-07-15T18:57;17;4;12;5;6525;13005;81840;491640
229199;2023-07-15T19:12;12;7;20;14;2211;5510;45940;539850
229200;2023-07-15T19:27;18;16;17;23;2143;4090;29980;549010
229201;2023-07-15T19:42;13;22;10;19;2427;6237;47340;559930
229202;2023-07-15T19:57;18;17;6;18;2138;4051;27660;574960
229203;2023-07-15T20:12;14;20;23;4;1953;3562;23500;587810
229204;2023-07-15T20:27;2;11;16;17;1826;4089;16280;599930
229205;2023-07-15T20:42;24;16;23;15;1593;2054;14620;624540
229206;2023-07-15T20:57;5;2;3;5;1392;2057;11260;630460
229207;2023-07-15T21:12;21;10;5;15;1609;2021;11700;639770
229208;2023-07-15T21:27;18;26;14;7;1491;1998;13760;648280
229209;2023-07-15T21:42;24;6;26;2;1572;1854;10320;654500
229210;2023-07-15T21:57;7;26;13;7;1448;1700;11320;662720
229211;2023-07-15T22:12;26;13;25;11;1397;1742;11540;668400
229212;2023-07-15T22:27;19;12;18;13;1573;1876;13080;674280
229213;2023-07-15T22:42;24;14;20;26;1730;2094;13960;679960
229214;2023-07-15T22:57;16;24;17;8;1528;1888;12460;686940
229215;2023-07-15T23:12;21;18;18;21;1477;1830;12940;693360
229216;2023-07-15T23:27;18;7;24;14;1723;2110;15540;698720
229217;2023-07-15T23:42;9;26;2;20;1349;1775;9640;704280
229218;2023-07-15T23:57;3;14;22;1;1281;1678;11040;712390
229219;2023-07-16T00:12;16;22;8;1;1151;1672;10300;718130
229220;2023-07-16T00:27;10;6;5;21;1035;1489;8640;724550
229221;2023-07-16T00:42;11;14;1;8;1206;1687;10860;730800
229222;2023-07-16T00:57;3;18;26;19;1096;1539;11420;736810
229223;2023-07-16T01:12;15;21;14;2;883;1099;7280;740780
229224;2023-07-16T01:27;4;13;12;4;748;1039;6100;744490
229225;2023-07-16T01:42;18;21;4;11;761;1084;7620;748780
229226;2023-07-16T01:57;25;24;20;21;662;885;6080;752000
229227;2023-07-16T02:12;3;11;14;17;846;1061;6620;754770
229228;2023-07-16T02:27;14;13;25;9;901;1050;8360;758760
229229;2023-07-16T02:42;14;19;9;20;571;866;7020;760900
229230;2023-07-16T02:57;16;19;7;25;583;1261;10260;762540
229231;2023-07-16T03:12;1;8;26;3;592;764;4080;764890
229232;2023-07-16T03:27;14;21;11;9;534;591;5020;768450
229233;2023-07-16T03:42;17;2;7;2;626;842;4680;769340
229234;2023-07-16T03:57;6;2;9;10;535;602;3140;773080
229235;2023-07-16T04:12;12;10;2;11;553;799;4560;775960
229236;2023-07-16T04:27;21;10;6;9;529;806;5840;779390
229237;2023-07-16T04:42;24;1;13;5;597;655;3440;781610
229238;2023-07-16T04:57;5;12;26;6;628;1546;9380;784720
229239;2023-07-16T05:12;23;4;6;13;734;1009;4960;790800
229240;2023-07-16T05:27;7;1;2;15;870;943;6240;795930
229241;2023-07-16T05:42;17;2;19;8;755;1141;6340;799120
229242;2023-07-16T05:57;7;13;21;2;755;969;7200;804190
229243;2023-07-16T06:12;14;2;6;14;973;2146;21720;806680
229244;2023-07-16T06:27;15;1;5;19;955;1431;8600;806420
229245;2023-07-16T06:42;14;21;25;23;1010;1349;8000;812130
229246;2023-07-16T06:57;4;15;17;2;984;1189;8220;817620
229247;2023-07-16T07:12;1;16;25;15;1330;1629;12620;821290
229248;2023-07-16T07:27;19;16;2;1;1328;2510;27900;824960
229249;2023-07-16T07:42;17;15;18;9;1395;3141;22780;822160
229250;2023-07-16T07:57;10;26;20;10;1703;2766;15460;830790
229251;2023-07-16T08:12;15;7;21;16;1862;2616;17500;842990
229252;2023-07-16T08:27;7;18;4;3;1702;2557;18420;851650
229253;2023-07-16T08:42;2;25;13;22;1850;3029;20880;858800
229254;2023-07-16T08:57;24;6;15;18;1798;2716;18980;868210
229255;2023-07-16T09:12;23;1;14;7;1909;2703;17800;876390
229256;2023-07-16T09:27;16;25;6;12;1975;2843;17000;885620
229257;2023-07-16T09:42;7;6;21;8;1974;2906;22440;897050
229258;2023-07-16T09:57;6;7;3;9;1985;3095;934620;909780
229259;2023-07-16T10:12;15;7;2;13;1192;1796;11340;100000
229260;2023-07-16T10:27;13;1;10;13;1078;1487;12360;100000
229261;2023-07-16T10:42;5;14;7;4;1329;1618;14960;100000
229262;2023-07-16T10:57;4;12;20;1;1268;1651;9360;100000
229263;2023-07-16T11:12;23;8;12;21;1345;1816;12900;100000
229264;2023-07-16T11:27;8;13;16;12;1785;2213;13440;100000
229265;2023-07-16T11:42;5;13;24;7;1537;1928;13920;100000
229266;2023-07-16T11:57;19;8;14;8;1254;1689;15160;100000
229267;2023-07-16T12:12;5;10;14;8;1191;1519;10520;100000
229268;2023-07-16T12:27;26;9;23;3;1121;1523;8380;100000
229269;2023-07-16T12:42;21;17;24;23;1086;1527;12180;100000
229270;2023-07-16T12:57;11;22;14;8;894;1107;7360;100000
229271;2023-07-16T13:12;13;23;7;11;1078;1323;9880;100000
229272;2023-07-16T13:27;3;6;6;13;984;1269;10240;100000
229273;2023-07-16T13:42;3;21;26;24;1074;1533;10340;100000
229274;2023-07-16T13:57;10;22;7;1;1056;1397;8680;100000
229275;2023-07-16T14:12;19;15;5;23;1107;1357;9240;100000
229276;2023-07-16T14:27;18;25;16;21;1005;1286;6620;100000
229277;2023-07-16T14:42;1;20;24;23;1029;1378;8440;100000
229278;2023-07-16T14:57;25;14;25;23;919;1290;5060;100000
229279;2023-07-16T15:12;1;23;5;2;1014;1285;9100;100000
229280;2023-07-16T15:27;13;22;8;22;1091;1307;9620;100440
229281;2023-07-16T15:42;16;4;3;26;940;1317;7820;103890
229282;2023-07-16T15:57;22;20;25;22;968;1380;8960;109240
229283;2023-07-16T16:12;6;12;24;10;869;1242;6740;114080
229284;2023-07-16T16:27;22;18;26;6;971;1397;7880;119760
229285;2023-07-16T16:42;7;5;9;25;1112;1427;11440;125850
229286;2023-07-16T16:57;12;18;18;9;991;1336;142040;134840
229287;2023-07-16T17:12;15;24;8;22;766;948;5680;100000
229288;2023-07-16T17:27;17;22;5;8;762;931;7160;100000
229289;2023-07-16T17:42;7;25;15;13;822;1028;5820;100000
229290;2023-07-16T17:57;1;25;1;13;753;868;4620;100000
229291;2023-07-16T18:12;3;7;11;1;764;1054;6320;100000
229292;2023-07-16T18:27;5;12;25;12;798;935;7180;100000
229293;2023-07-16T18:42;26;9;10;2;669;773;4420;100000
229294;2023-07-16T18:57;22;4;23;20;688;819;4460;100000
229295;2023-07-16T19:12;24;8;19;17;639;739;4520;100000
229296;2023-07-16T19:27;23;16;4;25;684;826;4460;100000
229297;2023-07-16T19:42;14;1;16;20;741;854;7540;100000
229298;2023-07-16T19:57;12;3;22;12;736;955;6240;100000
229299;2023-07-16T20:12;25;12;23;12;749;952;6000;100000
229300;2023-07-16T20:27;19;1;23;7;762;1104;9800;100000
229301;2023-07-16T20:42;24;17;25;19;693;930;6960;100000
229302;2023-07-16T20:57;16;9;16;2;758;955;7980;100000
229303;2023-07-16T21:12;17;18;4;8;684;816;5180;100000
229304;2023-07-16T21:27;18;2;9;21;640;852;6040;100000
229305;2023-07-16T21:42;1;25;17;20;662;945;4540;100000
229306;2023-07-16T21:57;7;21;4;9;752;1041;7920;100000
229307;2023-07-16T22:12;5;3;1;8;679;750;5560;100000
229308;2023-07-16T22:27;8;14;10;9;646;698;7540;100000
229309;2023-07-16T22:42;15;19;5;21;661;859;4700;100000
229310;2023-07-16T22:57;8;11;20;15;582;802;4240;100000
229311;2023-07-16T23:12;17;9;21;5;601;737;8540;100000
229312;2023-07-16T23:27;2;19;18;9;659;828;5960;100000
229313;2023-07-16T23:42;11;24;14;12;591;799;118000;100000
229314;2023-07-16T23:57;4;24;23;5;623;939;5400;100000
229315;2023-07-17T00:12;6;19;5;12;595;715;4020;100000
229316;2023-07-17T00:27;12;3;6;15;536;812;5700;100000
229317;2023-07-17T00:42;10;14;17;13;528;571;6780;100000
229318;2023-07-17T00:57;9;23;6;17;419;495;4560;100000
229319;2023-07-17T01:12;11;26;7;1;327;379;1960;100000
229320;2023-07-17T01:27;12;9;11;24;363;421;2440;100000
229321;2023-07-17T01:42;16;25;8;3;314;328;1760;100000
229322;2023-07-17T01:57;18;22;1;26;313;376;2240;100000
229323;2023-07-17T02:12;9;26;4;23;263;296;1880;100000
229324;2023-07-17T02:27;12;5;3;4;358;390;3340;100000
229325;2023-07-17T02:42;23;14;17;6;255;270;1540;100000
229326;2023-07-17T02:57;4;3;16;15;226;252;1380;100000
229327;2023-07-17T03:12;23;10;17;4;196;237;1700;100000
229328;2023-07-17T03:27;6;10;8;24;209;282;1780;100000
229329;2023-07-17T03:42;3;25;26;15;208;251;1080;100000
229330;2023-07-17T03:57;8;25;21;23;205;310;2800;100000
229331;2023-07-17T04:12;20;2;21;10;242;441;4120;100000
229332;2023-07-17T04:27;10;24;15;14;403;536;3800;100000
229333;2023-07-17T04:42;12;23;16;17;343;367;2500;100000
229334;2023-07-17T04:57;21;6;13;16;383;479;2820;100000
229335;2023-07-17T05:12;23;18;4;10;309;376;2720;100000
229336;2023-07-17T05:27;14;16;26;2;354;453;4180;100000
229337;2023-07-17T05:42;2;8;11;15;474;524;4560;100000
229338;2023-07-17T05:57;21;15;10;9;406;487;3240;100000
229339;2023-07-17T06:12;6;16;11;18;428;541;3500;100000
229340;2023-07-17T06:27;3;7;22;5;481;542;3680;100000
229341;2023-07-17T06:42;21;15;25;9;419;510;2800;100000
229342;2023-07-17T06:57;13;6;24;4;395;517;2880;100000
229343;2023-07-17T07:12;15;8;14;24;459;529;3000;100000
229344;2023-07-17T07:27;20;2;18;26;508;575;2940;100000
229345;2023-07-17T07:42;10;8;4;20;551;620;4240;100000
229346;2023-07-17T07:57;9;12;12;25;664;741;3960;100000
229347;2023-07-17T08:12;7;13;20;26;773;839;5160;100000
229348;2023-07-17T08:27;9;24;19;22;710;844;4880;100000
229349;2023-07-17T08:42;4;18;14;24;682;798;4780;100000
229350;2023-07-17T08:57;15;17;10;23;632;739;6280;100000
229351;2023-07-17T09:12;8;26;19;22;674;754;5180;100000
229352;2023-07-17T09:27;8;21;14;17;734;880;6900;100000
229353;2023-07-17T09:42;11;26;22;8;728;889;6820;100000
229354;2023-07-17T09:57;2;24;20;10;750;889;8200;100000
229355;2023-07-17T10:12;18;23;22;17;796;1026;10180;100000
229356;2023-07-17T10:27;16;4;3;25;842;962;6600;100000
229357;2023-07-17T10:42;6;19;2;18;940;1116;8720;100000
229358;2023-07-17T10:57;9;5;12;21;968;1207;11160;100000
229359;2023-07-17T11:12;10;22;19;2;1034;1308;7220;100000
229360;2023-07-17T11:27;13;22;22;7;942;1178;8420;100000
229361;2023-07-17T11:42;1;7;21;5;941;1221;10040;100000
229362;2023-07-17T11:57;3;21;21;1;1065;1460;8220;100000
229363;2023-07-17T12:12;3;9;18;22;870;1144;8560;100000
229364;2023-07-17T12:27;7;11;10;4;902;1359;10640;100000
229365;2023-07-17T12:42;4;23;18;25;921;1374;7720;100000
229366;2023-07-17T12:57;1;18;13;5;984;1215;8100;104510
229367;2023-07-17T13:12;7;17;2;20;989;1227;8320;108560
229368;2023-07-17T13:27;6;21;25;16;1096;1542;8740;112510
229369;2023-07-17T13:42;16;19;13;20;1151;1372;10120;119190
229370;2023-07-17T13:57;21;24;24;23;1324;1540;8280;122790
229371;2023-07-17T14:12;25;16;3;19;1268;1469;8380;129910
229372;2023-07-17T14:27;22;15;15;19;1188;1410;9700;136220
229373;2023-07-17T14:42;10;19;2;19;1248;1529;155910;135250
229374;2023-07-17T14:57;9;24;4;11;998;1153;8240;100000
229375;2023-07-17T15:12;18;11;23;13;873;995;7740;100000
229376;2023-07-17T15:27;13;1;8;12;973;1115;6720;100000
229377;2023-07-17T15:42;19;22;12;25;1064;1188;9020;100000
229378;2023-07-17T15:57;15;14;25;17;928;1070;7980;100000
229379;2023-07-17T16:12;4;17;2;14;820;956;7240;100000
229380;2023-07-17T16:27;26;7;23;6;949;1085;6340;100000
229381;2023-07-17T16:42;7;18;14;7;953;1088;8880;100000
229382;2023-07-17T16:57;4;11;1;22;991;1363;8580;100000
229383;2023-07-17T17:12;9;20;9;10;965;1337;11380;100000
229384;2023-07-17T17:27;14;4;23;20;832;1035;5800;100000
229385;2023-07-17T17:42;16;12;3;25;1001;1241;7220;100000
229386;2023-07-17T17:57;20;9;7;8;652;775;106840;100000
229387;2023-07-17T18:12;12;8;12;24;652;755;6580;100000
229388;2023-07-17T18:27;15;7;7;18;969;1234;8960;100000
229389;2023-07-17T18:42;4;26;7;11;1017;1256;9620;100000
229390;2023-07-17T18:57;8;25;10;13;1164;1262;8460;100000
229391;2023-07-17T19:12;9;23;1;7;918;1099;6660;100000
229392;2023-07-17T19:27;17;22;4;11;926;1183;8380;100000
229393;2023-07-17T19:42;9;21;13;20;895;1094;7600;100000
229394;2023-07-17T19:57;21;7;3;21;922;1199;9260;100000
229395;2023-07-17T20:12;26;23;8;6;1093;1360;7620;100000
229396;2023-07-17T20:27;17;20;24;11;882;1039;6780;100000
229397;2023-07-17T20:42;23;5;23;13;818;1151;6700;100000
229398;2023-07-17T20:57;9;23;24;17;842;1098;8980;100000
229399;2023-07-17T21:12;20;18;18;3;867;1040;8520;100000
229400;2023-07-17T21:27;22;9;6;15;831;1029;8220;100000
229401;2023-07-17T21:42;17;2;17;4;827;1169;6560;100000
229402;2023-07-17T21:57;15;7;22;12;844;1054;7840;100000
229403;2023-07-17T22:12;7;24;9;20;787;963;7460;100000
229404;2023-07-17T22:27;26;5;12;25;898;1086;5560;100000
229405;2023-07-17T22:42;5;4;25;18;667;740;4240;100000
229406;2023-07-17T22:57;11;5;26;15;709;833;5220;100000
229407;2023-07-17T23:12;18;21;8;26;708;791;5460;100000
229408;2023-07-17T23:27;18;7;23;7;644;817;7400;100000
229409;2023-07-17T23:42;10;19;7;2;619;860;9340;100000
229410;2023-07-17T23:57;10;18;22;10;587;858;5160;100000
