number_game;date;l_1;l_2;r_1;r_2;all_tickets;combination;totat_winnings_rub;super_prize_rub
239984;2023-11-06T18:42;3;17;2;4;2312;4452;38280;257290
239985;2023-11-06T18:57;12;25;7;20;2413;4537;25700;263530
239986;2023-11-06T19:12;22;13;22;3;2089;2946;19060;283200
239987;2023-11-06T19:27;24;4;13;18;2179;2657;17860;293600
239988;2023-11-06T19:42;24;20;3;5;2025;2836;20380;302310
239989;2023-11-06T19:57;9;2;10;25;2373;3115;21440;310290
239990;2023-11-06T20:12;12;18;25;5;2490;3120;19560;320000
239991;2023-11-06T20:27;19;9;12;2;2624;3363;21260;331640
239992;2023-11-06T20:42;15;2;19;2;2804;3439;19920;344010
239993;2023-11-06T20:57;7;13;26;13;2379;3510;18480;358480
239994;2023-11-06T21:12;23;7;1;25;2267;2840;16480;375100
239995;2023-11-06T21:27;2;14;5;13;2311;2871;21760;387020
239996;2023-11-06T21:42;13;20;10;4;2373;2928;20940;393970
239997;2023-11-06T21:57;10;11;6;16;3171;4364;34400;402310
239998;2023-11-06T22:12;2;13;15;24;2574;3305;26820;411550
239999;2023-11-06T22:27;17;26;26;3;3338;7231;38260;417780
240000;2023-11-06T22:42;14;21;8;4;3266;4704;31100;451830
240001;2023-11-06T22:57;18;17;23;21;2765;4238;30440;467770
240002;2023-11-06T23:12;10;22;6;1;2530;5021;29920;479710
240003;2023-11-06T23:27;3;25;16;15;3231;5152;37600;500000
240004;2023-11-06T23:42;7;23;26;21;2866;4704;26480;513920
240005;2023-11-06T23:57;9;24;1;3;2731;3833;23460;534480
240006;2023-11-07T00:12;24;21;12;7;2565;3434;32200;549350
240007;2023-11-07T00:27;1;12;18;3;2587;3245;25720;551490
240008;2023-11-07T00:42;18;16;15;24;2598;3074;18360;558220
240009;2023-11-07T00:57;4;8;9;1;2145;2813;17500;570600
240010;2023-11-07T01:12;5;24;8;23;2049;2526;14900;581230
240011;2023-11-07T01:27;1;25;14;23;1868;2216;16620;591590
240012;2023-11-07T01:42;23;17;19;16;1524;1885;11520;597130
240013;2023-11-07T01:57;12;20;22;6;1367;1519;10320;604460
240014;2023-11-07T02:12;11;23;7;25;1170;1512;9760;609330
240015;2023-11-07T02:27;19;14;22;10;965;1137;8220;614690
240016;2023-11-07T02:42;2;14;9;8;1283;1467;10120;617840
240017;2023-11-07T02:57;2;14;23;17;996;1294;7740;622390
240018;2023-11-07T03:12;10;6;3;1;856;1052;7720;627590
240019;2023-11-07T03:27;20;8;23;17;773;1043;6040;630390
240020;2023-11-07T03:42;2;23;9;24;824;1067;7800;634780
240021;2023-11-07T03:57;20;18;14;21;957;1260;8900;637650
240022;2023-11-07T04:12;5;15;7;9;866;1072;10700;641350
240023;2023-11-07T04:27;5;21;14;16;1097;1279;11160;641370
240024;2023-11-07T04:42;19;10;16;22;1298;1603;8780;643000
240025;2023-11-07T04:57;4;23;18;12;1080;1293;12100;650250
240026;2023-11-07T05:12;5;4;25;22;999;1398;11160;651080
240027;2023-11-07T05:27;10;11;11;14;1355;1564;11220;653900
240028;2023-11-07T05:42;12;23;11;2;1210;1430;12160;658320
240029;2023-11-07T05:57;8;11;10;7;1248;1571;13100;660460
240030;2023-11-07T06:12;19;21;22;10;1335;1724;13400;663070
240031;2023-11-07T06:27;25;13;24;22;1435;1900;10220;666910
240032;2023-11-07T06:42;16;21;1;6;1785;2409;16660;675690
240033;2023-11-07T06:57;24;22;3;12;1612;2682;13700;683120
240034;2023-11-07T07:12;10;1;14;11;1848;3010;19980;696240
240035;2023-11-07T07:27;14;26;10;22;2229;6016;23400;706360
240036;2023-11-07T07:42;3;25;2;1;2236;5283;54020;743120
240037;2023-11-07T07:57;17;16;3;13;2352;3694;21420;741930
240038;2023-11-07T08:12;12;24;5;21;2990;4969;39480;757450
240039;2023-11-07T08:27;15;17;16;20;2749;4508;38460;767660
240040;2023-11-07T08:42;5;4;6;15;5741;7329;49960;774280
240041;2023-11-07T08:57;22;11;24;2;2793;4656;37280;797610
240042;2023-11-07T09:12;19;15;6;20;3040;5219;47680;806890
240043;2023-11-07T09:27;5;15;12;25;2811;5189;33600;811400
240044;2023-11-07T09:42;5;19;24;11;3453;5228;41340;829690
240045;2023-11-07T09:57;8;26;6;5;3709;7996;920590;866590
240046;2023-11-07T10:12;26;5;23;3;1735;2494;17700;100000
240047;2023-11-07T10:27;7;23;14;7;1328;1806;12500;100000
240048;2023-11-07T10:42;2;6;18;23;1248;1661;10480;100000
240049;2023-11-07T10:57;21;19;8;19;1170;1599;9960;100000
240050;2023-11-07T11:12;25;23;22;10;1212;1574;9240;100000
240051;2023-11-07T11:27;9;14;5;8;1148;1641;13720;100000
240052;2023-11-07T11:42;17;11;13;14;1157;1503;11180;100000
240053;2023-11-07T11:57;25;6;15;16;1342;1649;9840;100000
240054;2023-11-07T12:12;19;23;15;6;1135;1559;8980;100000
240055;2023-11-07T12:27;10;26;11;22;1179;1491;8480;100000
240056;2023-11-07T12:42;6;2;20;10;1257;1550;13960;100000
240057;2023-11-07T12:57;26;15;8;13;1338;1704;12060;100000
240058;2023-11-07T13:12;18;22;17;6;1377;1678;10400;100000
240059;2023-11-07T13:27;1;16;23;7;1240;1597;10260;100000
240060;2023-11-07T13:42;23;6;16;5;1183;1418;9140;100000
240061;2023-11-07T13:57;1;7;2;17;1098;1680;11120;100000
240062;2023-11-07T14:12;13;16;12;24;1087;1307;7940;100000
240063;2023-11-07T14:27;19;26;9;7;1139;1447;8820;100000
240064;2023-11-07T14:42;22;7;24;18;1217;1403;8660;100000
240065;2023-11-07T14:57;12;17;1;26;1248;1538;9100;103170
240066;2023-11-07T15:12;14;15;10;22;1288;1529;11180;109450
240067;2023-11-07T15:27;1;26;26;4;1221;1460;8160;113560
240068;2023-11-07T15:42;3;8;9;15;1356;1707;11460;120000
240069;2023-11-07T15:57;5;6;5;24;1424;1773;17960;125610
240070;2023-11-07T16:12;14;17;9;6;1347;1589;13580;125380
240071;2023-11-07T16:27;2;7;8;1;1394;1828;15640;127690
240072;2023-11-07T16:42;9;8;25;21;1438;1901;11220;130330
240073;2023-11-07T16:57;13;11;25;9;1416;1946;14300;138120
240074;2023-11-07T17:12;12;6;7;20;1244;1810;13080;143280
240075;2023-11-07T17:27;14;4;10;5;1656;2121;17500;148300
240076;2023-11-07T17:42;19;10;22;23;1369;1799;11260;152010
240077;2023-11-07T17:57;21;6;4;3;1786;2172;13580;158740
240078;2023-11-07T18:12;7;1;25;26;1628;1939;13020;166880
240079;2023-11-07T18:27;26;4;9;3;1827;2367;15620;173250
240080;2023-11-07T18:42;6;11;3;1;1588;2292;15760;181300
240081;2023-11-07T18:57;11;24;19;15;1938;2360;18300;188460
240082;2023-11-07T19:12;13;8;23;12;1678;2174;13840;193760
240083;2023-11-07T19:27;13;12;7;14;1739;2214;20260;201660
240084;2023-11-07T19:42;22;3;11;22;1875;2194;14480;203540
240085;2023-11-07T19:57;23;13;26;19;1941;2397;20520;211000
240086;2023-11-07T20:12;16;19;24;12;1962;2486;14400;214450
240087;2023-11-07T20:27;24;15;10;19;1909;2706;16720;224910
240088;2023-11-07T20:42;7;22;23;7;2019;2571;16660;235250
240089;2023-11-07T20:57;16;18;12;24;1798;2288;15060;244300
240090;2023-11-07T21:12;17;22;8;5;1728;2078;17460;252120
240091;2023-11-07T21:27;10;13;5;16;1823;2216;15500;255440
240092;2023-11-07T21:42;21;9;4;17;1758;2142;15400;262100
240093;2023-11-07T21:57;2;5;7;23;2226;2610;18980;268120
240094;2023-11-07T22:12;18;25;26;10;1790;2624;12000;275240
240095;2023-11-07T22:27;22;15;19;9;1897;2842;21880;289480
240096;2023-11-07T22:42;25;18;7;21;2123;2492;15600;296020
240097;2023-11-07T22:57;16;4;3;1;1733;2101;11340;305340
240098;2023-11-07T23:12;23;14;19;26;1618;1997;11740;315010
240099;2023-11-07T23:27;6;12;4;18;1734;2133;17900;323240
240100;2023-11-07T23:42;19;11;4;2;1552;2913;16380;326670
240101;2023-11-07T23:57;12;1;21;24;1636;2423;17180;339420
240102;2023-11-08T00:12;13;1;19;18;1408;1785;11980;346470
240103;2023-11-08T00:27;5;17;6;26;1521;1703;12840;352340
240104;2023-11-08T00:42;3;4;22;9;1131;1260;9820;356530
240105;2023-11-08T00:57;4;15;24;1;1102;1560;9140;359310
240106;2023-11-08T01:12;23;17;12;18;1219;1459;8040;365770
240107;2023-11-08T01:27;13;5;2;13;737;860;5820;372320
240108;2023-11-08T01:42;4;7;15;23;976;1278;8920;375100
240109;2023-11-08T01:57;14;20;21;18;645;938;4900;378960
240110;2023-11-08T02:12;25;4;8;26;659;933;4720;383440
240111;2023-11-08T02:27;2;5;23;25;602;700;4160;388050
240112;2023-11-08T02:42;3;9;14;24;596;1237;4200;390890
240113;2023-11-08T02:57;20;9;1;21;567;686;3540;399060
240114;2023-11-08T03:12;11;15;5;14;661;782;4480;402380
240115;2023-11-08T03:27;1;6;4;5;620;740;5120;405720
240116;2023-11-08T03:42;12;25;7;9;659;805;6160;408000
240117;2023-11-08T03:57;2;5;3;25;694;791;6360;409890
240118;2023-11-08T04:12;22;25;25;14;658;753;4900;411440
240119;2023-11-08T04:27;16;7;3;23;770;900;5020;414070
240120;2023-11-08T04:42;13;12;14;6;766;875;6600;418050
240121;2023-11-08T04:57;11;3;6;7;786;945;7440;420200
240122;2023-11-08T05:12;4;25;23;2;793;947;5480;422210
240123;2023-11-08T05:27;14;8;4;8;918;1055;8420;426200
240124;2023-11-08T05:42;14;3;17;8;965;1148;11920;428330
240125;2023-11-08T05:57;6;23;6;11;1093;1324;13080;427890
240126;2023-11-08T06:12;4;9;24;2;1098;1273;7560;428050
240127;2023-11-08T06:27;19;26;18;15;1151;1329;8920;433220
240128;2023-11-08T06:42;15;4;17;23;1237;1493;12840;437590
240129;2023-11-08T06:57;6;5;12;17;1360;1549;14240;439680
240130;2023-11-08T07:12;26;11;3;18;1341;1562;9760;440930
240131;2023-11-08T07:27;6;13;11;26;1648;2245;14700;446790
240132;2023-11-08T07:42;18;1;24;7;1561;1896;12300;454540
240133;2023-11-08T07:57;16;5;12;11;1712;2108;14620;461200
240134;2023-11-08T08:12;26;20;16;12;1567;2002;12200;467660
240135;2023-11-08T08:27;5;19;20;6;1860;2528;16660;475480
240136;2023-11-08T08:42;1;9;7;16;1834;2609;19360;484100
240137;2023-11-08T08:57;17;8;19;25;1858;2567;26980;490830
240138;2023-11-08T09:12;18;6;5;18;2160;3001;33340;489520
240139;2023-11-08T09:27;3;1;25;11;2236;3040;18780;486190
240140;2023-11-08T09:42;21;1;7;22;2349;3418;20720;497810
240141;2023-11-08T09:57;14;24;21;18;3273;4799;42280;511270
240142;2023-11-08T10:12;14;9;13;15;2727;5647;40600;516980
240143;2023-11-08T10:27;23;2;6;23;3063;5011;32980;532850
240144;2023-11-08T10:42;1;22;4;16;3355;4563;28700;549980
240145;2023-11-08T10:57;15;11;25;7;3813;5852;625430;576370
240146;2023-11-08T11:12;18;22;5;25;1875;2221;16940;100000
240147;2023-11-08T11:27;1;26;13;20;1546;1836;13520;100000
240148;2023-11-08T11:42;26;7;7;17;1553;1801;13020;100000
240149;2023-11-08T11:57;6;26;11;12;1428;1825;14460;100000
240150;2023-11-08T12:12;11;26;4;19;1254;1638;12360;100000
240151;2023-11-08T12:27;23;9;17;5;1228;1482;13900;100000
240152;2023-11-08T12:42;7;10;25;18;1279;1710;9600;100000
240153;2023-11-08T12:57;7;8;23;7;1191;1503;15160;100000
240154;2023-11-08T13:12;2;15;23;22;1180;1331;8280;100000
240155;2023-11-08T13:27;15;23;4;7;1237;1586;11820;100000
240156;2023-11-08T13:42;14;3;17;12;1127;1324;8980;100000
240157;2023-11-08T13:57;4;22;22;17;1403;1756;11220;100000
240158;2023-11-08T14:12;21;18;24;26;1217;1472;9000;100000
240159;2023-11-08T14:27;16;5;10;23;1214;1497;10480;100000
240160;2023-11-08T14:42;7;18;19;7;1099;1347;11520;100000
240161;2023-11-08T14:57;24;15;23;14;1066;1288;7600;100000
240162;2023-11-08T15:12;25;16;21;12;1058;1227;7920;100000
240163;2023-11-08T15:27;24;6;17;5;1025;1245;9280;100000
240164;2023-11-08T15:42;21;5;25;24;1122;1763;10640;100000
240165;2023-11-08T15:57;14;11;17;18;1120;1854;13300;100000
240166;2023-11-08T16:12;12;2;1;12;1090;1592;6940;100000
240167;2023-11-08T16:27;24;10;10;1;1126;1613;11120;100000
240168;2023-11-08T16:42;19;6;23;2;1253;2246;19100;102050
240169;2023-11-08T16:57;3;18;7;21;1149;1558;10040;105410
240170;2023-11-08T17:12;11;16;25;24;1186;2357;19600;110950
240171;2023-11-08T17:27;14;2;15;18;1221;2182;9240;114920
240172;2023-11-08T17:42;16;22;1;23;1408;1707;9260;127500
240173;2023-11-08T17:57;22;14;6;1;1422;1816;9900;135310
240174;2023-11-08T18:12;16;13;13;12;1442;2510;16280;143570
240175;2023-11-08T18:27;25;15;16;13;1758;2378;14820;152390
240176;2023-11-08T18:42;13;11;23;18;1395;1912;14260;161350
240177;2023-11-08T18:57;14;21;17;9;1371;1894;14880;166210
240178;2023-11-08T19:12;11;25;10;3;1474;2076;12460;170270
240179;2023-11-08T19:27;5;7;2;24;1650;2296;17780;178570
240180;2023-11-08T19:42;5;9;6;26;1627;2325;14140;183750
240181;2023-11-08T19:57;10;6;10;25;1600;2228;17080;192860
240182;2023-11-08T20:12;24;12;10;1;1850;2293;14620;198060
240183;2023-11-08T20:27;16;6;5;7;1871;2237;17500;206370
240184;2023-11-08T20:42;23;26;26;6;1850;2227;11460;211240
240185;2023-11-08T20:57;2;20;14;19;1740;2173;16340;222050
240186;2023-11-08T21:12;13;20;26;5;1567;1898;11800;227440
240187;2023-11-08T21:27;5;14;26;2;1484;2075;12980;234620
240188;2023-11-08T21:42;25;18;1;20;1581;2043;12380;242390
240189;2023-11-08T21:57;5;16;20;7;1861;2378;17180;250440
240190;2023-11-08T22:12;19;14;13;2;1808;2458;16700;257040
240191;2023-11-08T22:27;13;4;26;7;1896;2802;19840;264920
240192;2023-11-08T22:42;22;4;17;23;1727;2155;11640;273100
240193;2023-11-08T22:57;7;17;4;18;1477;1767;16540;283010
240194;2023-11-08T23:12;18;13;2;26;1538;1805;12440;284140
240195;2023-11-08T23:27;24;17;11;9;1513;1700;13620;289750
240196;2023-11-08T23:42;19;15;23;25;1349;1642;13120;293130
240197;2023-11-08T23:57;7;1;17;2;1192;1470;12420;296430
240198;2023-11-09T00:12;25;1;16;13;1295;2000;14640;298710
240199;2023-11-09T00:27;8;21;7;4;995;1347;11120;304070
240200;2023-11-09T00:42;22;16;12;8;1017;1334;8940;306420
240201;2023-11-09T00:57;1;19;22;15;923;1096;8180;310820
240202;2023-11-09T01:12;13;18;14;1;1002;1320;8560;313600
240203;2023-11-09T01:27;4;18;9;5;753;1428;8920;318240
240204;2023-11-09T01:42;24;10;12;16;705;1026;6500;323600
240205;2023-11-09T01:57;23;7;8;4;644;812;4920;327360
240206;2023-11-09T02:12;15;14;19;13;706;1096;7720;330560
240207;2023-11-09T02:27;26;1;22;12;740;888;4860;333800
240208;2023-11-09T02:42;19;8;1;3;646;917;6860;337820
240209;2023-11-09T02:57;9;16;5;12;537;2520;11120;340130
240210;2023-11-09T03:12;25;20;13;21;632;772;5260;354210
240211;2023-11-09T03:27;16;18;6;16;569;691;5300;356670
240212;2023-11-09T03:42;12;26;26;24;581;1363;8440;358280
240213;2023-11-09T03:57;6;7;9;25;576;1246;11000;363470
240214;2023-11-09T04:12;3;5;9;3;515;1168;17060;364930
240215;2023-11-09T04:27;18;7;21;6;636;1202;7220;359550
240216;2023-11-09T04:42;1;16;3;12;655;1097;8700;364350
240217;2023-11-09T04:57;18;8;8;1;641;1201;378630;373550
240218;2023-11-09T05:12;23;18;18;24;474;694;6080;100000
240219;2023-11-09T05:27;14;25;16;22;474;622;3620;100000
240220;2023-11-09T05:42;26;21;10;7;481;979;6380;100000
240221;2023-11-09T05:57;20;24;15;24;504;534;3080;100000
240222;2023-11-09T06:12;6;15;1;6;541;628;6580;100000
240223;2023-11-09T06:27;13;11;1;9;542;904;7800;100000
240224;2023-11-09T06:42;20;4;23;21;558;615;3480;100000
240225;2023-11-09T06:57;26;20;4;9;542;615;4000;100000
240226;2023-11-09T07:12;16;26;14;6;606;990;3540;100000
240227;2023-11-09T07:27;12;3;13;3;769;833;5680;100000
240228;2023-11-09T07:42;25;18;25;11;843;1334;10180;100000
240229;2023-11-09T07:57;25;8;3;14;748;877;5760;100000
240230;2023-11-09T08:12;11;2;22;19;979;1129;8120;100000
240231;2023-11-09T08:27;22;18;1;14;763;856;5180;100000
240232;2023-11-09T08:42;8;2;7;26;773;912;6320;100000
240233;2023-11-09T08:57;9;16;6;7;835;924;7580;100000
240234;2023-11-09T09:12;9;14;8;26;789;925;5840;100000
240235;2023-11-09T09:27;19;1;2;15;798;956;5120;100000
240236;2023-11-09T09:42;11;4;22;17;813;935;7120;100000
240237;2023-11-09T09:57;2;15;25;4;989;1144;8420;100000
240238;2023-11-09T10:12;9;10;2;4;926;1124;6500;100000
240239;2023-11-09T10:27;16;22;21;20;1035;1285;8540;100000
240240;2023-11-09T10:42;6;8;22;4;1055;1131;7980;100000
240241;2023-11-09T10:57;9;10;17;3;1132;1291;10940;100000
240242;2023-11-09T11:12;23;17;14;12;1122;1278;8900;100000
240243;2023-11-09T11:27;1;2;19;15;1385;1530;9220;100000
240244;2023-11-09T11:42;7;13;18;5;1098;2285;30280;100000
240245;2023-11-09T11:57;25;23;2;13;1123;1338;10180;100000
240246;2023-11-09T12:12;7;22;18;16;1167;2322;13900;100000
240247;2023-11-09T12:27;2;8;10;26;1017;1275;9580;100000
240248;2023-11-09T12:42;25;20;6;13;1115;1402;9460;100000
240249;2023-11-09T12:57;26;21;18;19;1188;1483;17360;100000
240250;2023-11-09T13:12;7;3;24;16;1245;1608;10460;100000
240251;2023-11-09T13:27;8;2;7;4;1264;1554;14980;100000
240252;2023-11-09T13:42;17;1;5;21;1212;1480;9500;100000
240253;2023-11-09T13:57;5;25;9;16;1037;1257;8140;100260
240254;2023-11-09T14:12;3;20;22;3;1162;1394;8140;104690
240255;2023-11-09T14:27;13;20;12;16;1180;1780;11020;110490
240256;2023-11-09T14:42;17;15;22;15;1291;1673;12820;117270
240257;2023-11-09T14:57;16;20;15;8;1215;1593;10360;121180
240258;2023-11-09T15:12;9;1;4;7;1148;1397;9160;126750
240259;2023-11-09T15:27;8;10;11;12;1144;1387;8880;131560
240260;2023-11-09T15:42;7;23;13;1;1120;1358;8840;136550
240261;2023-11-09T15:57;26;4;22;7;1374;1875;13420;141290
240262;2023-11-09T16:12;23;10;10;6;1248;1536;9920;146620
240263;2023-11-09T16:27;12;25;5;22;1485;1991;12420;152060
240264;2023-11-09T16:42;25;17;22;19;1487;1937;13760;159550
240265;2023-11-09T16:57;17;20;26;14;1512;1997;14260;165160
240266;2023-11-09T17:12;22;24;25;17;1568;2289;15240;170870
240267;2023-11-09T17:27;10;7;9;22;1612;2318;15540;178520
240268;2023-11-09T17:42;24;1;18;3;1452;1884;11520;186160
240269;2023-11-09T17:57;19;22;2;10;1738;2233;15440;193480
240270;2023-11-09T18:12;5;12;5;3;1938;2949;34060;200370
240271;2023-11-09T18:27;4;15;22;26;1675;2855;14800;195800
240272;2023-11-09T18:42;22;3;26;5;1794;2615;22300;209550
240273;2023-11-09T18:57;12;10;26;23;1653;2334;15080;213400
240274;2023-11-09T19:12;19;17;4;9;1762;2139;13700;221660
240275;2023-11-09T19:27;20;19;11;17;1694;2343;17820;229350
240276;2023-11-09T19:42;26;11;6;25;1695;3106;26860;234960
240277;2023-11-09T19:57;8;15;5;26;1819;2659;22120;239160
240278;2023-11-09T20:12;24;18;9;24;1699;3072;19200;243630
240279;2023-11-09T20:27;11;10;21;16;1836;2847;19200;255150
240280;2023-11-09T20:42;22;1;18;4;2048;2906;19800;264420
240281;2023-11-09T20:57;11;4;24;3;1913;2622;19040;273680
240282;2023-11-09T21:12;3;7;19;4;1703;2800;19800;280860
240283;2023-11-09T21:27;22;7;24;11;1720;2111;17020;289060
240284;2023-11-09T21:42;18;1;3;22;1774;2218;16940;293150
240285;2023-11-09T21:57;11;14;10;12;2020;2824;17520;298390
240286;2023-11-09T22:12;8;17;25;2;2024;2751;19120;309110
240287;2023-11-09T22:27;18;25;19;24;2002;5880;43120;317500
240288;2023-11-09T22:42;23;21;19;22;1931;3560;21700;333180
240289;2023-11-09T22:57;11;25;14;20;1857;2549;18740;347080
240290;2023-11-09T23:12;15;18;13;20;1666;2281;12760;353830
240291;2023-11-09T23:27;1;4;26;8;1688;2179;15820;363880
240292;2023-11-09T23:42;23;3;20;26;1752;2218;13080;369850
240293;2023-11-09T23:57;16;6;20;19;1512;1852;13140;378950
240294;2023-11-10T00:12;11;19;4;18;1388;1746;13980;384330
240295;2023-11-10T00:27;18;24;21;11;1439;1881;11240;387810
240296;2023-11-10T00:42;22;15;10;1;1276;1651;10840;395380
240297;2023-11-10T00:57;25;1;19;18;1185;1653;12220;401050
240298;2023-11-10T01:12;14;12;25;18;1280;1849;17120;405360
240299;2023-11-10T01:27;12;25;8;13;1079;1533;13640;406730
240300;2023-11-10T01:42;12;3;11;19;1032;1401;12160;408420
240301;2023-11-10T01:57;10;23;9;4;1015;1432;9060;410270
240302;2023-11-10T02:12;20;22;16;4;978;1503;10100;415530
240303;2023-11-10T02:27;26;11;20;24;752;1010;6460;420460
240304;2023-11-10T02:42;15;20;15;25;814;1113;9460;424100
240305;2023-11-10T02:57;13;18;9;3;799;1078;6240;425770
240306;2023-11-10T03:12;11;5;4;17;764;1060;10020;430310
240307;2023-11-10T03:27;7;9;7;15;721;941;8700;430890
240308;2023-11-10T03:42;24;19;25;15;708;986;5200;431600
240309;2023-11-10T03:57;22;16;15;12;808;938;6600;436260
240310;2023-11-10T04:12;13;17;5;17;763;903;7220;439040
240311;2023-11-10T04:27;2;12;6;8;888;1140;7640;440850
240312;2023-11-10T04:42;3;17;7;2;1121;1325;8440;444610
240313;2023-11-10T04:57;21;10;3;23;1145;1241;12640;449420
240314;2023-11-10T05:12;23;24;11;1;1043;1363;8980;449190
240315;2023-11-10T05:27;12;8;7;13;1051;1342;10280;453840
240316;2023-11-10T05:42;8;20;13;3;1544;1747;13600;456980
240317;2023-11-10T05:57;8;18;11;1;1400;1608;11340;460850
240318;2023-11-10T06:12;17;13;8;13;1677;2174;16720;465590
240319;2023-11-10T06:27;4;2;13;11;1640;1981;17480;470610
240320;2023-11-10T06:42;11;8;20;2;1650;2012;17860;472940
240321;2023-11-10T06:57;23;2;4;26;2052;2658;16200;475200
240322;2023-11-10T07:12;1;5;17;22;2503;3093;21480;485580
240323;2023-11-10T07:27;5;7;21;7;2157;2806;21980;495030
240324;2023-11-10T07:42;19;18;3;7;2386;3391;541930;501110
240325;2023-11-10T07:57;11;8;22;1;1278;1864;11680;100000
240326;2023-11-10T08:12;12;19;24;22;963;1336;6880;100000
240327;2023-11-10T08:27;5;4;22;1;950;1101;6420;100000
240328;2023-11-10T08:42;16;11;19;1;789;926;6700;100000
240329;2023-11-10T08:57;24;7;3;20;862;1121;8120;100000
240330;2023-11-10T09:12;23;16;19;17;820;936;6540;100000
240331;2023-11-10T09:27;15;19;24;23;834;1153;7360;100000
240332;2023-11-10T09:42;8;25;18;6;858;1017;7420;100000
240333;2023-11-10T09:57;17;4;10;8;1006;1388;10220;100000
240334;2023-11-10T10:12;20;18;22;24;947;1145;6720;100000
240335;2023-11-10T10:27;3;1;6;24;954;1338;9540;100000
240336;2023-11-10T10:42;7;23;24;26;956;1246;8660;100000
240337;2023-11-10T10:57;3;1;20;22;1098;1555;8460;100000
240338;2023-11-10T11:12;8;4;11;19;1116;1261;8860;100000
240339;2023-11-10T11:27;19;22;10;22;1151;1328;8560;100000
240340;2023-11-10T11:42;8;26;2;20;1101;1422;14260;100000
240341;2023-11-10T11:57;11;10;11;19;1104;1565;12380;100000
240342;2023-11-10T12:12;11;19;4;26;1186;1470;9200;100000
240343;2023-11-10T12:27;9;6;26;7;959;1162;8340;100000
240344;2023-11-10T12:42;9;1;15;3;1016;1293;6940;100000
240345;2023-11-10T12:57;16;15;26;8;1093;1399;9580;100000
240346;2023-11-10T13:12;6;26;5;18;1100;1408;9000;100000
240347;2023-11-10T13:27;9;12;3;23;1133;1358;7880;100000
240348;2023-11-10T13:42;11;25;19;1;1155;1378;9040;100000
240349;2023-11-10T13:57;16;8;3;5;1337;1701;12800;102940
240350;2023-11-10T14:12;6;9;12;8;1342;1676;123910;110710
240351;2023-11-10T14:27;20;25;22;5;1182;1552;8920;100000
240352;2023-11-10T14:42;12;3;11;7;1118;1372;12780;100000
240353;2023-11-10T14:57;16;1;3;22;1170;1502;10380;100000
240354;2023-11-10T15:12;10;17;25;6;1284;1679;10220;100000
240355;2023-11-10T15:27;15;25;12;3;1149;1588;11260;100000
240356;2023-11-10T15:42;7;10;3;15;1192;1685;9940;100000
240357;2023-11-10T15:57;11;8;12;25;1065;1341;11520;100000
240358;2023-11-10T16:12;17;9;3;16;1307;1660;10520;100000
240359;2023-11-10T16:27;16;9;24;5;1364;1600;10440;100000
240360;2023-11-10T16:42;13;6;17;8;1871;2426;19320;100000
240361;2023-11-10T16:57;6;18;14;6;2750;3518;27280;100000
240362;2023-11-10T17:12;21;3;12;16;2216;3112;18220;100000
240363;2023-11-10T17:27;16;21;8;4;2508;3806;26280;100000
240364;2023-11-10T17:42;8;25;3;4;2289;3274;21300;100000
240365;2023-11-10T17:57;25;2;2;18;2599;3872;25300;100000
240366;2023-11-10T18:12;12;23;8;3;2232;3105;21320;106190
240367;2023-11-10T18:27;11;6;12;1;2476;3138;24340;115920
240368;2023-11-10T18:42;14;26;23;17;2297;2883;19420;122960
240369;2023-11-10T18:57;18;4;10;5;2525;3239;27620;132370
240370;2023-11-10T19:12;24;7;7;20;2277;2982;21660;137140
240371;2023-11-10T19:27;23;1;16;14;2146;2914;18200;145300
240372;2023-11-10T19:42;6;26;16;22;2154;2770;17540;156240
240373;2023-11-10T19:57;12;25;2;14;2094;2627;16660;166400
240374;2023-11-10T20:12;23;19;19;6;2130;2669;17980;176010
240375;2023-11-10T20:27;15;23;2;6;2031;2604;15180;184720
240376;2023-11-10T20:42;17;20;7;16;2258;2749;20980;195580
240377;2023-11-10T20:57;12;11;24;20;2211;2866;20260;202090
240378;2023-11-10T21:12;18;20;6;8;1984;2549;20240;210490
240379;2023-11-10T21:27;26;6;8;17;2273;2803;17300;215740
240380;2023-11-10T21:42;22;7;23;14;2075;2579;18180;226470
240381;2023-11-10T21:57;5;25;5;15;2165;2819;21180;234080
240382;2023-11-10T22:12;10;8;15;25;2466;2920;20720;241090
240383;2023-11-10T22:27;12;13;16;3;2411;3285;25680;249570
240384;2023-11-10T22:42;25;9;2;13;2162;2990;19840;256740
240385;2023-11-10T22:57;19;26;4;9;2037;2812;20180;266800
240386;2023-11-10T23:12;22;18;21;3;1860;2836;18520;274740
240387;2023-11-10T23:27;26;7;2;12;2004;2976;16780;284580
240388;2023-11-10T23:42;21;22;6;13;1863;2588;17460;297560
240389;2023-11-10T23:57;13;6;26;8;1713;2345;16000;305980
240390;2023-11-11T00:12;17;21;17;14;1663;2392;17620;313430
240391;2023-11-11T00:27;23;1;4;3;1569;2371;20720;319730
240392;2023-11-11T00:42;17;10;21;23;1604;2209;13260;322720
240393;2023-11-11T00:57;20;9;1;14;1489;2173;15000;331550
240394;2023-11-11T01:12;9;1;16;15;1209;1949;20160;338280
240395;2023-11-11T01:27;4;11;10;18;1184;1800;14980;337610
240396;2023-11-11T01:42;26;23;4;6;946;1262;8040;340630
240397;2023-11-11T01:57;26;20;22;23;1722;2139;15580;345210
